Name,URL,BaseModel,BaseModel,BaseExtractor,Name,URL,BaseModel,BaseModel,BaseExtractor,,50Tokenizer,50TokenizerFast,AdaptiveEmbedding,AudioConfig,AudioForAudioFrameClassification,AudioForCTC,AudioForSequenceClassification,AudioForXVector,AudioModel,AudioPostprocessor,AudioPreprocessor,BaseModel,BaseModel,BaseModelOutput,BasicDecoder,BasicVideoAutoencodingDecoder,CTCTokenizer,ClassificationDecoder,ClassificationPostprocessor,Config,ContextEncoder,ContextEncoderOutput,ContextEncoderTokenizer,ContextEncoderTokenizerFast,DecodeHead,Decoder,DecoderWithLMOutput,DoubleHeadsModel,DoubleHeadsModelOutput,Embedder,Encoder,EncoderBaseModelOutput,EncoderModel,FeatureExtractor,ForAudioFrameClassification,ForCTC,ForCausalImageModeling,ForCausalLM,ForConditionalGeneration,ForDepthEstimation,ForEntityClassification,ForEntityPairClassification,ForEntitySpanClassification,ForImageAndTextRetrieval,ForImageClassification,ForImageClassificationConvProcessing,ForImageClassificationFourier,ForImageClassificationLearned,ForImageClassificationWithTeacher,ForImagesAndTextClassification,ForInstanceSegmentation,ForMaskedImageModeling,ForMaskedLM,ForMultimodalAutoencoding,ForMultipleChoice,ForNextSentencePrediction,ForObjectDetection,ForOpenQA,ForOpticalFlow,ForPreTraining,ForPreTrainingOutput,ForQuestionAnswering,ForQuestionAnsweringOutput,ForQuestionAnsweringSimple,ForRegionToPhraseAlignment,ForSegmentation,ForSemanticSegmentation,ForSequenceClassification,ForTokenClassification,ForVisualReasoning,ForXVector,GPT2Model,ImageCodebook,ImageCodebookConfig,ImageConfig,ImageModel,ImagePreprocessor,KnowledgeAugEncoder,LMHeadModel,MTModel,Model,ModelForAudioClassification,ModelForAudioFrameClassification,ModelForAudioXVector,ModelForCTC,ModelForCausalLM,ModelForImageClassification,ModelForImageSegmentation,ModelForInstanceSegmentation,ModelForMaskedImageModeling,ModelForMaskedLM,ModelForMultipleChoice,ModelForNextSentencePrediction,ModelForObjectDetection,ModelForPreTraining,ModelForQuestionAnswering,ModelForSemanticSegmentation,ModelForSeq2SeqLM,ModelForSequenceClassification,ModelForSpeechSeq2Seq,ModelForTableQuestionAnswering,ModelForTokenClassification,ModelForVision2Seq,ModelOutput,ModelOutputWithPooling,ModelWithLMHead,MultimodalConfig,MultimodalDecoder,MultimodalModel,MultimodalPostprocessor,MultimodalPreprocessor,OneHotPreprocessor,OpticalFlowDecoder,PreTrainedModel,Processor,ProcessorWithLM,ProjectionDecoder,ProjectionPostprocessor,QuestionEncoder,QuestionEncoderTokenizer,QuestionEncoderTokenizerFast,Reader,ReaderTokenizer,ReaderTokenizerFast,RetrievAugLMMarginOutput,Retriever,Scorer,Seq2SeqLMOutput,SequenceForGeneration,Speech2Text2ForCausalLM,Speech2Text2Processor,Speech2Text2Tokenizer,Speech2TextFeatureExtractor,Speech2TextForConditionalGeneration,Speech2TextModel,Speech2TextProcessor,Speech2TextTokenizer,T5Tokenizer,T5TokenizerFast,TapasConfig,TapasForMaskedLM,TapasForQuestionAnswering,TapasForSequenceClassification,TapasModel,TapasTokenizer,TextConfig,TextForCausalLM,TextForMaskedLM,TextForMultipleChoice,TextForQuestionAnswering,TextForSequenceClassification,TextForTokenClassification,TextModel,TextPreprocessor,TokenForGeneration,Tokenizer,TokenizerFast,VisionConfig,VisionForImageClassification,VisionForSemanticSegmentation,VisionModel,WithLMHeadModel
ProphetNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/prophetnet,"""microsoft/prophetnet-large-uncased""",False,"""microsoft/prophetnet-large-uncased""",ProphetNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/prophetnet,"""microsoft/prophetnet-large-uncased""",False,"""microsoft/prophetnet-large-uncased""",True,False,False,False,False,False,False,False,False,False,False,False,"""microsoft/prophetnet-large-uncased""",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
QDQBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/qdqbert,"""max""",False,"""_input_quantizer""",QDQBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/qdqbert,"""max""",False,"""_input_quantizer""",False,False,False,False,False,False,False,False,False,False,False,False,"""max""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RAG,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/rag,"""facebook/dpr-ctx_encoder-single-nq-base""",False,"""wiki_dpr""",RAG,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/rag,"""facebook/dpr-ctx_encoder-single-nq-base""",False,"""wiki_dpr""",False,False,False,False,False,False,False,False,False,False,False,False,"""facebook/dpr-ctx_encoder-single-nq-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
REALM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/realm,"""Hello world!""",False,"""Nice to meet you!""",REALM,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/realm,"""Hello world!""",False,"""Nice to meet you!""",False,False,False,False,False,False,False,False,False,False,False,False,"""Hello world!""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Reformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/reformer,"""This is a sentence from the training data""",False,"""pt""",Reformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/reformer,"""This is a sentence from the training data""",False,"""pt""",True,False,False,False,False,False,False,False,False,False,False,False,"""This is a sentence from the training data""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
RemBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/rembert,"""rembert""",False,"""rembert""",RemBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/rembert,"""rembert""",False,"""rembert""",False,False,False,False,False,False,False,False,False,False,False,False,"""rembert""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
RegNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/regnet,"""huggingface/cats-image""",False,"""test""",RegNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/regnet,"""huggingface/cats-image""",False,"""test""",True,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ResNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/resnet,"""huggingface/cats-image""",False,"""test""",ResNet,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/resnet,"""huggingface/cats-image""",False,"""test""",True,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RetriBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/retribert,,False,,RetriBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/retribert,,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
RoBERTa,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/roberta,"""roberta-base""",False,"""Hello world""",RoBERTa,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/roberta,"""roberta-base""",False,"""Hello world""",False,False,False,False,False,False,False,False,False,False,False,False,"""roberta-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
RoFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/roformer,"""junnyu/roformer_chinese_base""",False,"""今天天气非常好。""",RoFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/roformer,"""junnyu/roformer_chinese_base""",False,"""今天天气非常好。""",True,False,False,False,False,False,False,False,False,False,False,False,"""junnyu/roformer_chinese_base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
SegFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/segformer,"""huggingface/cats-image""",False,"""test""",SegFormer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/segformer,"""huggingface/cats-image""",False,"""test""",False,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEW,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/sew,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",SEW,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/sew,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",True,False,False,False,False,False,False,False,False,False,False,False,"""hf-internal-testing/librispeech_asr_demo""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEW-D,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/sew-d,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",SEW-D,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/sew-d,"""hf-internal-testing/librispeech_asr_demo""",False,"""clean""",False,False,False,False,False,False,False,False,False,False,False,False,"""hf-internal-testing/librispeech_asr_demo""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Speech Encoder Decoder Models,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/speech-encoder-decoder,"""my-model""",False,"""my-model""",Speech Encoder Decoder Models,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/speech-encoder-decoder,"""my-model""",False,"""my-model""",False,False,False,False,False,False,False,False,False,False,False,False,"""my-model""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Speech2Text,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/speech_to_text,"""facebook/s2t-small-librispeech-asr""",False,"""facebook/s2t-small-librispeech-asr""",Speech2Text,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/speech_to_text,"""facebook/s2t-small-librispeech-asr""",False,"""facebook/s2t-small-librispeech-asr""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/s2t-small-librispeech-asr""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Speech2Text2,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/speech_to_text_2,"""facebook/s2t-wav2vec2-large-en-de""",False,"""facebook/s2t-wav2vec2-large-en-de""",Speech2Text2,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/speech_to_text_2,"""facebook/s2t-wav2vec2-large-en-de""",False,"""facebook/s2t-wav2vec2-large-en-de""",True,False,False,False,False,False,False,False,False,False,False,False,"""facebook/s2t-wav2vec2-large-en-de""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Splinter,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/splinter,"""tau/splinter-base""",False,"""tau/splinter-base""",Splinter,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/splinter,"""tau/splinter-base""",False,"""tau/splinter-base""",True,False,False,False,False,False,False,False,False,False,False,False,"""tau/splinter-base""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
SqueezeBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/squeezebert,"""squeezebert/squeezebert-uncased""",False,"""squeezebert/squeezebert-uncased""",SqueezeBERT,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/squeezebert,"""squeezebert/squeezebert-uncased""",False,"""squeezebert/squeezebert-uncased""",False,False,False,False,False,False,False,False,False,False,False,False,"""squeezebert/squeezebert-uncased""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Swin Transformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/swin,"""huggingface/cats-image""",False,"""test""",Swin Transformer,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/swin,"""huggingface/cats-image""",False,"""test""",False,False,False,False,False,False,False,False,False,False,False,False,"""huggingface/cats-image""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T5,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/t5,"""t5-small""",False,"""t5-small""",T5,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/t5,"""t5-small""",False,"""t5-small""",True,False,False,False,False,False,False,False,False,False,False,False,"""t5-small""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
TAPAS,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/tapas,"""google/tapas-base""",False,"""google/tapas-base-finetuned-wtq""",TAPAS,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/tapas,"""google/tapas-base""",False,"""google/tapas-base-finetuned-wtq""",True,False,False,False,False,False,False,False,False,False,False,False,"""google/tapas-base""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TAPEX,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/tapex,"""microsoft/tapex-large-finetuned-wtq""",False,"""microsoft/tapex-large-finetuned-wtq""",TAPEX,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/tapex,"""microsoft/tapex-large-finetuned-wtq""",False,"""microsoft/tapex-large-finetuned-wtq""",False,False,False,False,False,False,False,False,False,False,False,False,"""microsoft/tapex-large-finetuned-wtq""",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Transformer XL,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/transfo-xl,"""transfo-xl-wt103""",False,"""transfo-xl-wt103""",Transformer XL,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/transfo-xl,"""transfo-xl-wt103""",False,"""transfo-xl-wt103""",False,False,False,True,False,False,False,False,False,False,False,False,"""transfo-xl-wt103""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TrOCR,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/trocr,"""microsoft/trocr-base-handwritten""",False,"""microsoft/trocr-base-handwritten""",TrOCR,https://huggingface.co/docs/transformers/v4.19.4/en/model_doc/trocr,"""microsoft/trocr-base-handwritten""",False,"""microsoft/trocr-base-handwritten""",True,False,False,False,False,False,False,False,False,False,False,False,"""microsoft/trocr-base-handwritten""",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
